"","human_gene","chicken_gene"
"4549","ETV1","ETV1"
"4550","ETV2","ETV2"
"4551","ETV3","ETV3"
"4552","ETV3L","ETV3L"
"4553","ETV4","ETV4"
"4554","ETV5","ETV5"
"4555","ETV6","ETV6"
"4556","EVA1A","EVA1A"
"4557","EVA1B","EVA1B"
"4558","EVA1C","EVA1C"
"4559","EVC","EVC"
"4560","EVC2","EVC2"
"4561","EVI2A","EVI2A"
"4562","EVI2B","EVI2B"
"4563","EVI5","EVI5"
"4564","EVI5L","EVI5L"
"4565","EVL","EVL"
"4566","EVPL","EVPL"
"4567","EVX1","EVX1"
"4568","EVX2","EVX2"
"4569","EWSR1","EWSR1"
"4570","EXD1","EXD1"
"4571","EXD2","EXD2"
"4572","EXD3","EXD3"
"4573","EXO1","EXO1"
"4574","EXOC1","EXOC1"
"4575","EXOC1L","EXOC1L"
"4576","EXOC2","EXOC2"
"4577","EXOC3","EXOC3"
"4578","EXOC3L1","EXOC3L1"
"4579","EXOC3L2","EXOC3L2"
"4580","EXOC3L4","EXOC3L4"
"4581","EXOC4","EXOC4"
"4582","EXOC5","EXOC5"
"4583","EXOC6","EXOC6"
"4584","EXOC6B","EXOC6B"
"4585","EXOC7","EXOC7"
"4586","EXOC8","EXOC8"
"4587","EXOG","EXOG"
"4588","EXOSC1","EXOSC1"
"4589","EXOSC10","EXOSC10"
"4590","EXOSC2","EXOSC2"
"4591","EXOSC3","EXOSC3"
"4592","EXOSC4","EXOSC4"
"4593","EXOSC6","EXOSC6"
"4594","EXOSC7","EXOSC7"
"4595","EXOSC8","EXOSC8"
"4596","EXOSC9","EXOSC9"
"4597","EXT1","EXT1"
"4598","EXT2","EXT2"
"4599","EXTL1","EXTL1"
"4600","EXTL2","EXTL2"
"4601","EXTL3","EXTL3"
"4602","EYA1","EYA1"
"4603","EYA2","EYA2"
"4604","EYA3","EYA3"
"4605","EYA4","EYA4"
"4606","EZH1","EZH1"
"4607","EZH2","EZH2"
"4608","EZHIP","EZHIP"
"4609","EZR","EZR"
"4610","F11","F11"
"4611","F11R","F11R"
"4612","F12","F12"
"4613","F13A1","F13A1"
"4614","F13B","F13B"
"4615","F2","F2"
"4616","F2R","F2R"
"4617","F2RL1","F2RL1"
"4618","F2RL2","F2RL2"
"4619","F2RL3","F2RL3"
"4620","F3","F3"
"4621","F5","F5"
"4622","F10","F7"
"4623","F8","F8"
"4624","F9","F9"
"4625","FA2H","FA2H"
"4626","FAAH","FAAH"
"4627","FAAP100","FAAP100"
"4628","FAAP20","FAAP20"
"4629","FAAP24","FAAP24"
"4630","FABP1","FABP1"
"4631","FABP12","FABP12"
"4632","FABP2","FABP2"
"4633","FABP3","FABP3"
"4634","FABP4","FABP4"
"4635","FABP5","FABP5"
"4636","FABP6","FABP6"
"4637","FABP7","FABP7"
"4638","FABP9","FABP9"
"4639","FADD","FADD"
"4640","FADS1","FADS1"
"4641","FADS2","FADS2"
"4642","FADS3","FADS3"
"4643","FADS6","FADS6"
"4644","FAF1","FAF1"
"4645","FAF2","FAF2"
"4646","FAH","FAH"
"4647","FAHD1","FAHD1"
"4648","FAHD2A","FAHD2A"
"4649","FAIM","FAIM"
"4650","FAIM2","FAIM2"
"4651","FAM104A","FAM104A"
"4652","FAM107A","FAM107A"
"4653","FAM107B","FAM107B"
"4654","FAM110A","FAM110A"
"4655","FAM110B","FAM110B"
"4656","FAM110C","FAM110C"
"4657","FAM110D","FAM110D"
"4658","FAM111B","FAM111B"
"4659","FAM114A1","FAM114A1"
"4660","FAM114A2","FAM114A2"
"4661","FAM117B","FAM117B"
"4662","FAM118A","FAM118A"
"4663","FAM118B","FAM118B"
"4664","FAM120A","FAM120A"
"4665","FAM120B","FAM120B"
"4666","FAM120C","FAM120C"
"4667","FAM124A","FAM124A"
"4668","FAM124B","FAM124B"
"4669","FAM131A","FAM131A"
"4670","FAM131B","FAM131B"
"4671","FAM131C","FAM131C"
"4672","FAM133A","FAM133A"
"4673","FAM133B","FAM133B"
"4674","FAM135A","FAM135A"
"4675","FAM135B","FAM135B"
"4676","FAM136A","FAM136A"
"4677","FAM13A","FAM13A"
"4678","FAM13B","FAM13B"
"4679","FAM13C","FAM13C"
"4680","FAM149A","FAM149A"
"4681","FAM149B1","FAM149B1"
"4682","FAM151A","FAM151A"
"4683","FAM151B","FAM151B"
"4684","FAM161A","FAM161A"
"4685","FAM161B","FAM161B"
"4686","FAM162A","FAM162A"
"4687","FAM162B","FAM162B"
"4688","FAM163A","FAM163A"
"4689","FAM163B","FAM163B"
"4690","FAM167A","FAM167A"
"4691","FAM167B","FAM167B"
"4692","FAM168A","FAM168A"
"4693","FAM168B","FAM168B"
"4694","FAM169A","FAM169A"
"4695","FAM170A","FAM170A"
"4696","FAM170B","FAM170B"
"4697","FAM171A1","FAM171A1"
"4698","FAM171A2","FAM171A2"
"4699","FAM171B","FAM171B"
"4700","FAM172A","FAM172A"
"4701","FAM174A","FAM174A"
"4702","FAM174B","FAM174B"
"4703","FAM177A1","FAM177A1"
"4704","FAM177B","FAM177B"
"4705","FAM178B","FAM178B"
"4706","FAM180A","FAM180A"
"4707","FAM180B","FAM180B"
"4708","FAM181A","FAM181A"
"4709","FAM181B","FAM181B"
"4710","FAM184A","FAM184A"
"4711","FAM184B","FAM184B"
"4712","FAM185A","FAM185A"
"4713","FAM186B","FAM186B"
"4714","FAM187A","FAM187A"
"4715","FAM187B","FAM187B"
"4716","FAM193A","FAM193A"
"4717","FAM193B","FAM193B"
"4718","FAM199X","FAM199X"
"4719","FAM200A","FAM200A"
"4720","FAM200C","FAM200C"
"4721","FAM204A","FAM204A"
"4722","SPATA31F3","FAM205C"
"4723","FAM209A","FAM209A"
"4724","FAM20A","FAM20A"
"4725","FAM20B","FAM20B"
"4726","FAM20C","FAM20C"
"4727","FAM210A","FAM210A"
"4728","FAM210B","FAM210B"
"4729","FAM216A","FAM216A"
"4730","FAM216B","FAM216B"
"4731","FAM217A","FAM217A"
"4732","FAM217B","FAM217B"
"4733","FAM219A","FAM219A"
"4734","FAM219B","FAM219B"
"4735","WASHC2A","FAM21A"
"4736","FAM221A","FAM221A"
"4737","FAM221B","FAM221B"
"4738","FAM222A","FAM222A"
"4739","FAM222B","FAM222B"
"4740","FAM227A","FAM227A"
"4741","FAM227B","FAM227B"
"4742","FAM228A","FAM228A"
"4743","FAM228B","FAM228B"
"4744","FAM229A","FAM229A"
"4745","FAM229B","FAM229B"
"4746","FAM234A","FAM234A"
"4747","FAM234B","FAM234B"
"4748","FAM237A","FAM237A"
"4749","FAM237B","FAM237B"
"4750","FAM240A","FAM240A"
"4751","FAM240B","FAM240B"
"4752","FAM240C","FAM240C"
"4753","FAM241A","FAM241A"
"4754","FAM241B","FAM241B"
"4755","FAM246A","FAM246A"
"4756","FAM32A","FAM32A"
"4757","FAM3A","FAM3A"
"4758","FAM3B","FAM3B"
"4759","FAM3C","FAM3C"
"4760","FAM3D","FAM3D"
"4761","FAM43A","FAM43A"
"4762","FAM43B","FAM43B"
"4763","FAM47E","FAM47E"
"4764","FAM50A","FAM50A"
"4765","FAM53B","FAM53B"
"4766","FAM53C","FAM53C"
"4767","FAM72A","FAM72A"
"4768","FAM76A","FAM76A"
"4769","FAM76B","FAM76B"
"4770","FAM78A","FAM78A"
"4771","FAM78B","FAM78B"
"4772","FAM81A","FAM81A"
"4773","FAM81B","FAM81B"
"4774","FAM83A","FAM83A"
"4775","FAM83B","FAM83B"
"4776","FAM83C","FAM83C"
"4777","FAM83D","FAM83D"
"4778","FAM83E","FAM83E"
"4779","FAM83F","FAM83F"
"4780","FAM83G","FAM83G"
"4781","FAM83H","FAM83H"
"4782","FAM89A","FAM89A"
"4783","FAM89B","FAM89B"
"4784","FAM8A1","FAM8A1"
"4785","FAM91A1","FAM91A1"
"4786","FAM98A","FAM98A"
"4787","FAM98B","FAM98B"
"4788","FAM98C","FAM98C"
"4789","FAN1","FAN1"
"4790","FANCA","FANCA"
"4791","FANCB","FANCB"
"4792","FANCC","FANCC"
"4793","FANCD2","FANCD2"
"4794","FANCD2OS","FANCD2OS"
"4795","FANCE","FANCE"
"4796","FANCF","FANCF"
"4797","FANCG","FANCG"
"4798","FANCI","FANCI"
"4799","FANCL","FANCL"
"4800","FANCM","FANCM"
"4801","FANK1","FANK1"
"4802","FAP","FAP"
"4803","FAR1","FAR1"
"4804","FAR2","FAR2"
"4805","FARP1","FARP1"
"4806","FARP2","FARP2"
"4807","FARS2","FARS2"
"4808","FARSA","FARSA"
"4809","FARSB","FARSB"
"4810","FAS","FAS"
"4811","FASLG","FASLG"
"4812","FASN","FASN"
"4813","FASTK","FASTK"
"4814","FASTKD1","FASTKD1"
"4815","FASTKD2","FASTKD2"
"4816","FASTKD3","FASTKD3"
"4817","FASTKD5","FASTKD5"
"4818","FAT1","FAT1"
"4819","FAT2","FAT2"
"4820","FAT3","FAT3"
"4821","FAT4","FAT4"
"4822","FATE1","FATE1"
"4823","FAU","FAU"
"4824","FAXC","FAXC"
"4825","FBF1","FBF1"
"4826","FBH1","FBH1"
"4827","FBL","FBL"
"4828","FBLIM1","FBLIM1"
"4829","FBLL1","FBLL1"
"4830","FBLN1","FBLN1"
"4831","FBLN2","FBLN2"
"4832","FBLN5","FBLN5"
"4833","FBLN7","FBLN7"
"4834","FBN1","FBN1"
"4835","FBN2","FBN2"
"4836","FBN3","FBN3"
"4837","FBP1","FBP1"
"4838","FBP2","FBP2"
"4839","FBRS","FBRS"
"4840","FBRSL1","FBRSL1"
"4841","FBXL12","FBXL12"
"4842","FBXL13","FBXL13"
"4843","FBXL14","FBXL14"
"4844","FBXL15","FBXL15"
"4845","FBXL16","FBXL16"
"4846","FBXL17","FBXL17"
"4847","FBXL18","FBXL18"
"4848","FBXL19","FBXL19"
"4849","FBXL2","FBXL2"
"4850","FBXL20","FBXL20"
"4851","FBXL22","FBXL22"
"4852","FBXL3","FBXL3"
"4853","FBXL4","FBXL4"
"4854","FBXL5","FBXL5"
"4855","FBXL6","FBXL6"
"4856","FBXL7","FBXL7"
"4857","FBXL8","FBXL8"
"4858","FBXO10","FBXO10"
"4859","FBXO11","FBXO11"
"4860","FBXO15","FBXO15"
"4861","FBXO16","FBXO16"
"4862","FBXO17","FBXO17"
"4863","FBXO2","FBXO2"
"4864","FBXO21","FBXO21"
"4865","FBXO22","FBXO22"
"4866","FBXO24","FBXO24"
"4867","FBXO25","FBXO25"
"4868","FBXO28","FBXO28"
"4869","FBXO3","FBXO3"
"4870","FBXO30","FBXO30"
"4871","FBXO31","FBXO31"
"4872","FBXO32","FBXO32"
"4873","FBXO33","FBXO33"
"4874","FBXO34","FBXO34"
"4875","FBXO36","FBXO36"
"4876","FBXO38","FBXO38"
"4877","FBXO39","FBXO39"
"4878","FBXO4","FBXO4"
"4879","FBXO40","FBXO40"
"4880","FBXO41","FBXO41"
"4881","FBXO42","FBXO42"
"4882","FBXO43","FBXO43"
"4883","FBXO44","FBXO44"
"4884","FBXO45","FBXO45"
"4885","FBXO46","FBXO46"
"4886","FBXO47","FBXO47"
"4887","FBXO48","FBXO48"
"4888","FBXO5","FBXO5"
"4889","FBXO6","FBXO6"
"4890","FBXO7","FBXO7"
"4891","FBXO8","FBXO8"
"4892","FBXO9","FBXO9"
"4893","FBXW11","FBXW11"
"4894","FBXW2","FBXW2"
"4895","FBXW4","FBXW4"
"4896","FBXW5","FBXW5"
"4897","FBXW7","FBXW7"
"4898","FBXW8","FBXW8"
"4899","FBXW9","FBXW9"
"4900","FCAMR","FCAMR"
"4901","FCER1A","FCER1A"
"4902","FCER1G","FCER1G"
"4903","FCER2","FCER2"
"4904","FCF1","FCF1"
"4905","FCGR1A","FCGR1A"
"4906","FCGR2B","FCGR2A"
"4907","FCGR2B","FCGR2B"
"4908","FCGR3B","FCGR3A"
"4909","FCGRT","FCGRT"
"4910","FCHO1","FCHO1"
"4911","FCHO2","FCHO2"
"4912","FCHSD1","FCHSD1"
"4913","FCHSD2","FCHSD2"
"4914","FCMR","FCMR"
"4915","FCN1","FCN1"
"4916","FCRL1","FCRL1"
"4917","FCRL3","FCRL3"
"4918","FCRL5","FCRL5"
"4919","FCRL6","FCRL6"
"4920","FCRLA","FCRLA"
"4921","FCRLB","FCRLB"
"4922","FCSK","FCSK"
"4923","FDFT1","FDFT1"
"4924","FDPS","FDPS"
"4925","FDX1","FDX1"
"4926","FDX2","FDX2"
"4927","FDXACB1","FDXACB1"
"4928","FDXR","FDXR"
"4929","FECH","FECH"
"4930","FEM1A","FEM1A"
"4931","FEM1B","FEM1B"
"4932","FEM1C","FEM1C"
"4933","FEN1","FEN1"
"4934","FER","FER"
"4935","FER1L5","FER1L5"
"4936","FER1L6","FER1L6"
"4937","FERD3L","FERD3L"
"4938","FERMT1","FERMT1"
"4939","FERMT2","FERMT2"
"4940","FERMT3","FERMT3"
"4941","FES","FES"
"4942","FETUB","FETUB"
"4943","FEV","FEV"
"4944","FEZ1","FEZ1"
"4945","FEZ2","FEZ2"
"4946","FEZF1","FEZF1"
"4947","FEZF2","FEZF2"
"4948","FFAR2","FFAR2"
"4949","FFAR3","FFAR3"
"4950","FFAR4","FFAR4"
"4951","FGA","FGA"
"4952","FGB","FGB"
"4953","FGD1","FGD1"
"4954","FGD2","FGD2"
"4955","FGD3","FGD3"
"4956","FGD4","FGD4"
"4957","FGD5","FGD5"
"4958","FGD6","FGD6"
"4959","FGF1","FGF1"
"4960","FGF10","FGF10"
"4961","FGF11","FGF11"
"4962","FGF12","FGF12"
"4963","FGF13","FGF13"
"4964","FGF14","FGF14"
"4965","FGF16","FGF16"
"4966","FGF17","FGF17"
"4967","FGF18","FGF18"
"4968","FGF19","FGF19"
"4969","FGF2","FGF2"
"4970","FGF20","FGF20"
"4971","FGF21","FGF21"
"4972","FGF22","FGF22"
"4973","FGF23","FGF23"
"4974","FGF3","FGF3"
"4975","FGF4","FGF4"
"4976","FGF5","FGF5"
"4977","FGF6","FGF6"
"4978","FGF7","FGF7"
"4979","FGF8","FGF8"
"4980","FGF9","FGF9"
"4981","FGFBP1","FGFBP1"
"4982","FGFBP3","FGFBP3"
"4983","FGFR1","FGFR1"
"4984","FGFR1OP2","FGFR1OP2"
"4985","FGFR2","FGFR2"
"4986","FGFR3","FGFR3"
"4987","FGFR4","FGFR4"
"4988","FGFRL1","FGFRL1"
"4989","FGG","FGG"
"4990","FGGY","FGGY"
"4991","FGL1","FGL1"
"4992","FGL2","FGL2"
"4993","FGR","FGR"
"4994","FH","FH"
"4995","FHAD1","FHAD1"
"4996","FHDC1","FHDC1"
"4997","FHIP1A","FHIP1A"
"4998","FHIP1B","FHIP1B"
"4999","FHIP2A","FHIP2A"
"5000","FHIP2B","FHIP2B"
"5001","FHL1","FHL1"
"5002","FHL2","FHL2"
"5003","FHL3","FHL3"
"5004","FHL5","FHL5"
"5005","FHOD1","FHOD1"
"5006","FHOD3","FHOD3"
"5007","FIBCD1","FIBCD1"
"5008","FIBIN","FIBIN"
"5009","FIBP","FIBP"
"5010","FICD","FICD"
"5011","FIG4","FIG4"
"5012","FIGLA","FIGLA"
"5013","FIGN","FIGN"
"5014","FIGNL1","FIGNL1"
"5015","FIGNL2","FIGNL2"
"5016","FILIP1","FILIP1"
"5017","FILIP1L","FILIP1L"
"5018","FIRRM","FIRRM"
"5019","FIS1","FIS1"
"5020","FITM1","FITM1"
"5021","FITM2","FITM2"
"5022","FIZ1","FIZ1"
"5023","FJX1","FJX1"
"5024","FKBP10","FKBP10"
"5025","FKBP11","FKBP11"
"5026","FKBP14","FKBP14"
"5027","FKBP15","FKBP15"
"5028","FKBP2","FKBP2"
"5029","FKBP3","FKBP3"
"5030","FKBP4","FKBP4"
"5031","FKBP5","FKBP5"
"5032","FKBP6","FKBP6"
"5033","FKBP7","FKBP7"
"5034","FKBP8","FKBP8"
"5035","FKBP9","FKBP9"
"5036","FKRP","FKRP"
"5037","FKTN","FKTN"
"5038","FLACC1","FLACC1"
"5039","FLAD1","FLAD1"
"5040","FLCN","FLCN"
"5041","FLI1","FLI1"
"5042","FLII","FLII"
"5043","FLNA","FLNA"
"5044","FLNB","FLNB"
"5045","FLNC","FLNC"
"5046","FLOT1","FLOT1"
"5047","FLOT2","FLOT2"
"5048","FLRT1","FLRT1"
"5049","FLRT2","FLRT2"
"5050","FLRT3","FLRT3"
"5051","FLT1","FLT1"
"5052","FLT3","FLT3"
"5053","FLT3LG","FLT3LG"
"5054","FLT4","FLT4"
"5055","FLVCR1","FLVCR1"
"5056","FLVCR2","FLVCR2"
"5057","FLYWCH2","FLYWCH2"
"5058","FMN1","FMN1"
"5059","FMNL1","FMNL1"
"5060","FMNL2","FMNL2"
"5061","FMNL3","FMNL3"
"5062","FMO1","FMO1"
"5063","FMO2","FMO2"
"5064","FMO3","FMO3"
"5065","FMO4","FMO4"
"5066","FMO5","FMO5"
"5067","FMOD","FMOD"
"5068","FMR1","FMR1"
"5069","FMR1NB","FMR1NB"
"5070","FN1","FN1"
"5071","FN3K","FN3K"
"5072","FN3KRP","FN3KRP"
"5073","FNBP1","FNBP1"
"5074","FNBP1L","FNBP1L"
"5075","FNBP4","FNBP4"
"5076","FNDC1","FNDC1"
"5077","FNDC10","FNDC10"
"5078","FNDC11","FNDC11"
"5079","FNDC3A","FNDC3A"
"5080","FNDC3B","FNDC3B"
"5081","FNDC4","FNDC4"
"5082","FNDC5","FNDC5"
"5083","FNDC7","FNDC7"
"5084","FNDC8","FNDC8"
"5085","FNDC9","FNDC9"
"5086","FNIP1","FNIP1"
"5087","FNIP2","FNIP2"
"5088","FNTA","FNTA"
"5089","FNTB","FNTB"
"5090","FOCAD","FOCAD"
"5091","FOLH1","FOLH1B"
"5092","FOLR2","FOLR2"
"5093","FOLR1","FOLR3"
"5094","FOS","FOS"
"5095","FOSB","FOSB"
"5096","FOSL1","FOSL1"
"5097","FOSL2","FOSL2"
"5098","FOXA1","FOXA1"
"5099","FOXA2","FOXA2"
"5100","FOXA3","FOXA3"
"5101","FOXB1","FOXB1"
"5102","FOXB2","FOXB2"
"5103","FOXC1","FOXC1"
"5104","FOXC2","FOXC2"
"5105","FOXD2","FOXD2"
"5106","FOXD3","FOXD3"
"5107","FOXE1","FOXE1"
"5108","FOXE3","FOXE3"
"5109","FOXF1","FOXF1"
"5110","FOXF2","FOXF2"
"5111","FOXG1","FOXG1"
"5112","FOXH1","FOXH1"
"5113","FOXI1","FOXI1"
"5114","FOXI2","FOXI2"
"5115","FOXI3","FOXI3"
"5116","FOXJ1","FOXJ1"
"5117","FOXJ2","FOXJ2"
"5118","FOXJ3","FOXJ3"
"5119","FOXK1","FOXK1"
"5120","FOXK2","FOXK2"
"5121","FOXL1","FOXL1"
"5122","FOXL2","FOXL2"
"5123","FOXL3","FOXL3"
"5124","FOXM1","FOXM1"
"5125","FOXN1","FOXN1"
"5126","FOXN2","FOXN2"
"5127","FOXN3","FOXN3"
"5128","FOXN4","FOXN4"
"5129","FOXO1","FOXO1"
"5130","FOXO3","FOXO3"
"5131","FOXO4","FOXO4"
"5132","FOXO6","FOXO6"
"5133","FOXP1","FOXP1"
"5134","FOXP3","FOXP3"
"5135","FOXP4","FOXP4"
"5136","FOXQ1","FOXQ1"
"5137","FOXR1","FOXR1"
"5138","FOXR2","FOXR2"
"5139","FOXRED1","FOXRED1"
"5140","FOXRED2","FOXRED2"
"5141","FOXS1","FOXS1"
"5142","FPGS","FPGS"
"5143","FPGT","FPGT"
"5144","FRA10AC1","FRA10AC1"
"5145","FRAS1","FRAS1"
"5146","FRAT1","FRAT1"
"5147","FRAT2","FRAT2"
"5148","FREM1","FREM1"
"5149","FREM2","FREM2"
"5150","FREY1","FREY1"
"5151","FRK","FRK"
"5152","FRMD1","FRMD1"
"5153","FRMD3","FRMD3"
"5154","FRMD4A","FRMD4A"
"5155","FRMD4B","FRMD4B"
"5156","FRMD5","FRMD5"
"5157","FRMD6","FRMD6"
"5158","FRMD7","FRMD7"
"5159","FRMD8","FRMD8"
"5160","FRMPD1","FRMPD1"
"5161","FRMPD2","FRMPD2"
"5162","FRMPD3","FRMPD3"
"5163","FRMPD4","FRMPD4"
"5164","FRRS1","FRRS1"
"5165","FRRS1L","FRRS1L"
"5166","FRS2","FRS2"
"5167","FRS3","FRS3"
"5168","FRY","FRY"
"5169","FRYL","FRYL"
"5170","FRZB","FRZB"
"5171","FSBP","FSBP"
"5172","FSCB","FSCB"
"5173","FSCN1","FSCN1"
"5174","FSCN2","FSCN2"
"5175","FSCN3","FSCN3"
"5176","FSD1","FSD1"
"5177","FSD1L","FSD1L"
"5178","FSD2","FSD2"
"5179","FSHB","FSHB"
"5180","FSHR","FSHR"
"5181","FSIP1","FSIP1"
"5182","FSIP2","FSIP2"
"5183","FST","FST"
"5184","FSTL1","FSTL1"
"5185","FSTL3","FSTL3"
"5186","FSTL4","FSTL4"
"5187","FSTL5","FSTL5"
"5188","FTCD","FTCD"
"5189","FTMT","FTMT"
"5190","FTO","FTO"
"5191","FTSJ1","FTSJ1"
"5192","FTSJ3","FTSJ3"
"5193","FUBP1","FUBP1"
"5194","FUBP3","FUBP3"
"5195","FUCA1","FUCA1"
"5196","FUCA2","FUCA2"
"5197","FUNDC1","FUNDC1"
"5198","FUNDC2","FUNDC2"
"5199","FURIN","FURIN"
"5200","FUS","FUS"
"5201","FUT1","FUT1"
"5202","FUT10","FUT10"
"5203","FUT11","FUT11"
"5204","FUT2","FUT2"
"5205","FUT4","FUT4"
"5206","FUT6","FUT6"
"5207","FUT8","FUT8"
"5208","FUT9","FUT9"
"5209","FUZ","FUZ"
"5210","FXN","FXN"
"5211","FXR1","FXR1"
"5212","FXR2","FXR2"
"5213","FXYD1","FXYD1"
"5214","FXYD2","FXYD2"
"5215","FXYD3","FXYD3"
"5216","FXYD4","FXYD4"
"5217","FXYD5","FXYD5"
"5218","FXYD6","FXYD6"
"5219","FXYD7","FXYD7"
"5220","FYB1","FYB1"
"5221","FYB2","FYB2"
"5222","FYCO1","FYCO1"
"5223","FYN","FYN"
"5224","FYTTD1","FYTTD1"
"5225","FZD1","FZD1"
"5226","FZD10","FZD10"
"5227","FZD2","FZD2"
"5228","FZD3","FZD3"
"5229","FZD5","FZD5"
"5230","FZD6","FZD6"
"5231","FZD7","FZD7"
"5232","FZD8","FZD8"
"5233","FZD9","FZD9"
"5234","FZR1","FZR1"
"5235","G2E3","G2E3"
"5236","G3BP1","G3BP1"
"5237","G3BP2","G3BP2"
"5238","G6PC1","G6PC1"
"5239","G6PC2","G6PC2"
"5240","G6PC3","G6PC3"
"5241","G6PD","G6PD"
"5242","GAA","GAA"
"5243","GAB1","GAB1"
"5244","GAB2","GAB2"
"5245","GAB3","GAB3"
"5246","GABARAP","GABARAP"
"5247","GABARAPL1","GABARAPL1"
"5248","GABARAPL2","GABARAPL2"
"5249","GABBR1","GABBR1"
"5250","GABBR2","GABBR2"
"5251","GABPA","GABPA"
"5252","GABPB1","GABPB1"
"5253","GABPB2","GABPB2"
"5254","GABRA1","GABRA1"
"5255","GABRA2","GABRA2"
"5256","GABRA3","GABRA3"
"5257","GABRA4","GABRA4"
"5258","GABRA5","GABRA5"
"5259","GABRA6","GABRA6"
"5260","GABRB1","GABRB1"
"5261","GABRB2","GABRB2"
"5262","GABRB3","GABRB3"
"5263","GABRD","GABRD"
"5264","GABRE","GABRE"
"5265","GABRG1","GABRG1"
"5266","GABRG2","GABRG2"
"5267","GABRG3","GABRG3"
"5268","GABRP","GABRP"
"5269","GABRQ","GABRQ"
"5270","GABRR2","GABRR1"
"5271","GABRR3","GABRR3"
"5272","GAD1","GAD1"
"5273","GAD2","GAD2"
"5274","GADD45A","GADD45A"
"5275","GADD45B","GADD45B"
"5276","GADD45G","GADD45G"
"5277","GADD45GIP1","GADD45GIP1"
"5278","GADL1","GADL1"
"5279","GAK","GAK"
"5280","GAL","GAL"
"5281","GAL3ST1","GAL3ST1"
"5282","GAL3ST2","GAL3ST2"
"5283","GAL3ST3","GAL3ST3"
"5284","GAL3ST4","GAL3ST4"
"5285","GALC","GALC"
"5286","GALE","GALE"
"5287","GALK1","GALK1"
"5288","GALK2","GALK2"
"5289","GALM","GALM"
"5290","GALNS","GALNS"
"5291","GALNT1","GALNT1"
"5292","GALNT10","GALNT10"
"5293","GALNT11","GALNT11"
"5294","GALNT12","GALNT12"
"5295","GALNT13","GALNT13"
"5296","GALNT14","GALNT14"
"5297","GALNT15","GALNT15"
"5298","GALNT16","GALNT16"
"5299","GALNT17","GALNT17"
"5300","GALNT18","GALNT18"
"5301","GALNT2","GALNT2"
"5302","GALNT3","GALNT3"
"5303","GALNT5","GALNT5"
"5304","GALNT6","GALNT6"
"5305","GALNT7","GALNT7"
"5306","GALNT8","GALNT8"
"5307","GALNTL5","GALNTL5"
"5308","GALNTL6","GALNTL6"
"5309","GALP","GALP"
"5310","GALR1","GALR1"
"5311","GALR2","GALR2"
"5312","GALR3","GALR3"
"5313","GALT","GALT"
"5314","GAMT","GAMT"
"5315","GAN","GAN"
"5316","GANAB","GANAB"
"5317","GANC","GANC"
"5318","GAP43","GAP43"
"5319","GAPDHS","GAPDHS"
"5320","GAPT","GAPT"
"5321","GAPVD1","GAPVD1"
"5322","GAR1","GAR1"
"5323","GAREM1","GAREM1"
"5324","GAREM2","GAREM2"
"5325","GARIN1A","GARIN1A"
"5326","GARIN1B","GARIN1B"
"5327","GARIN2","GARIN2"
"5328","GARIN3","GARIN3"
"5329","GARIN5A","GARIN5A"
"5330","GARNL3","GARNL3"
"5331","GARRE1","GARRE1"
"5332","GARS1","GARS1"
"5333","GART","GART"
"5334","GAS1","GAS1"
"5335","GAS2","GAS2"
"5336","GAS2L1","GAS2L1"
"5337","GAS2L2","GAS2L2"
"5338","GAS2L3","GAS2L3"
"5339","GAS6","GAS6"
"5340","GAS7","GAS7"
"5341","GAS8","GAS8"
"5342","GASK1A","GASK1A"
"5343","GASK1B","GASK1B"
"5344","GAST","GAST"
"5345","GATA1","GATA1"
"5346","GATA2","GATA2"
"5347","GATA3","GATA3"
"5348","GATA4","GATA4"
"5349","GATA5","GATA5"
"5350","GATA6","GATA6"
"5351","GATAD1","GATAD1"
"5352","GATAD2A","GATAD2A"
"5353","GATAD2B","GATAD2B"
"5354","GATB","GATB"
"5355","GATC","GATC"
"5356","GATD1","GATD1"
"5357","GATD3","GATD3"
"5358","GATM","GATM"
"5359","GBA1","GBA1"
"5360","GBA2","GBA2"
"5361","GBA3","GBA3"
"5362","GBE1","GBE1"
"5363","GBF1","GBF1"
"5364","GBGT1","GBGT1"
"5365","GBP6","GBP6"
"5366","GBX1","GBX1"
"5367","GBX2","GBX2"
"5368","GC","GC"
"5369","GCA","GCA"
"5370","GCAT","GCAT"
"5371","GCC1","GCC1"
"5372","GCC2","GCC2"
"5373","GCDH","GCDH"
"5374","GCFC2","GCFC2"
"5375","GCG","GCG"
"5376","GCGR","GCGR"
"5377","GCH1","GCH1"
"5378","GCK","GCK"
"5379","GCLC","GCLC"
"5380","GCLM","GCLM"
"5381","GCM1","GCM1"
"5382","GCM2","GCM2"
"5383","GCN1","GCN1"
"5384","GCNT1","GCNT1"
"5385","GCNT2","GCNT2"
"5386","GCNT3","GCNT3"
"5387","GCNT4","GCNT4"
"5388","GCNT7","GCNT7"
"5389","GCSAML","GCSAML"
"5390","GCSH","GCSH"
"5391","GDA","GDA"
"5392","GDAP1","GDAP1"
"5393","GDAP1L1","GDAP1L1"
"5394","GDAP2","GDAP2"
"5395","GDE1","GDE1"
"5396","GDF1","GDF1"
"5397","GDF10","GDF10"
"5398","GDF11","GDF11"
"5399","GDF15","GDF15"
"5400","GDF2","GDF2"
"5401","GDF3","GDF3"
"5402","GDF5","GDF5"
"5403","GDF6","GDF6"
