"","human_gene","chicken_gene"
"3098","DPYS","DPYS"
"3099","DPYSL2","DPYSL2"
"3100","DPYSL3","DPYSL3"
"3101","DPYSL4","DPYSL4"
"3102","DPYSL5","DPYSL5"
"3103","DR1","DR1"
"3104","DRAM1","DRAM1"
"3105","DRAM2","DRAM2"
"3106","DRAP1","DRAP1"
"3107","DRAXIN","DRAXIN"
"3108","DRC1","DRC1"
"3109","DRC3","DRC3"
"3110","DRC7","DRC7"
"3111","DRD1","DRD1"
"3112","DRD2","DRD2"
"3113","DRD3","DRD3"
"3114","DRD4","DRD4"
"3115","DRD5","DRD5"
"3116","DRG1","DRG1"
"3117","DRG2","DRG2"
"3118","DRGX","DRGX"
"3119","DROSHA","DROSHA"
"3120","DRP2","DRP2"
"3121","DSCAM","DSCAM"
"3122","DSCAML1","DSCAML1"
"3123","DSCC1","DSCC1"
"3124","VPS26C","DSCR3"
"3125","DSE","DSE"
"3126","DSEL","DSEL"
"3127","DSG1","DSG1"
"3128","DSG2","DSG2"
"3129","DSN1","DSN1"
"3130","DSP","DSP"
"3131","DST","DST"
"3132","DSTN","DSTN"
"3133","DSTYK","DSTYK"
"3134","DTD1","DTD1"
"3135","DTD2","DTD2"
"3136","DTHD1","DTHD1"
"3137","DTL","DTL"
"3138","DTNA","DTNA"
"3139","DTNBP1","DTNBP1"
"3140","DTWD1","DTWD1"
"3141","DTWD2","DTWD2"
"3142","DTX1","DTX1"
"3143","DTX2","DTX2"
"3144","DTX3L","DTX3L"
"3145","DTX4","DTX4"
"3146","DTYMK","DTYMK"
"3147","DUOX2","DUOX2"
"3148","DUOXA2","DUOXA1L"
"3149","DUS1L","DUS1L"
"3150","DUS2","DUS2"
"3151","DUS3L","DUS3L"
"3152","DUS4L","DUS4L"
"3153","DUSP1","DUSP1"
"3154","DUSP10","DUSP10"
"3155","DUSP12","DUSP12"
"3156","DUSP13A","DUSP13A"
"3157","DUSP13B","DUSP13B"
"3158","DUSP14","DUSP14"
"3159","DUSP15","DUSP15"
"3160","DUSP16","DUSP16"
"3161","DUSP19","DUSP19"
"3162","DUSP21","DUSP21"
"3163","DUSP22","DUSP22"
"3164","DUSP23","DUSP23"
"3165","DUSP26","DUSP26"
"3166","DUSP28","DUSP28"
"3167","DUSP29","DUSP29"
"3168","DUSP4","DUSP4"
"3169","DUSP5","DUSP5"
"3170","DUSP6","DUSP6"
"3171","DUSP7","DUSP7"
"3172","DUSP8","DUSP8"
"3173","DUT","DUT"
"3174","DVL1","DVL1"
"3175","DVL3","DVL3"
"3176","DYDC2","DYDC2"
"3177","DYNLL1","DYL1"
"3178","DYM","DYM"
"3179","DYNC1H1","DYNC1H1"
"3180","DYNC1I1","DYNC1I1"
"3181","DYNC1I2","DYNC1I2"
"3182","DYNC1LI1","DYNC1LI1"
"3183","DYNC1LI2","DYNC1LI2"
"3184","DYNC2H1","DYNC2H1"
"3185","DYNC2LI1","DYNC2LI1"
"3186","DYNLL2","DYNLL2"
"3187","DYNLRB1","DYNLRB1"
"3188","DYNLRB2","DYNLRB2"
"3189","DYNLT1","DYNLT1"
"3190","DYNLT2","DYNLT2"
"3191","DYNLT2B","DYNLT2B"
"3192","DYNLT3","DYNLT3"
"3193","DYNLT4","DYNLT4"
"3194","DYNLT5","DYNLT5"
"3195","DYRK1A","DYRK1A"
"3196","DYRK2","DYRK2"
"3197","DYRK3","DYRK3"
"3198","DYSF","DYSF"
"3199","DYTN","DYTN"
"3200","DZANK1","DZANK1"
"3201","DZIP1","DZIP1"
"3202","DZIP1L","DZIP1L"
"3203","DLX4","Dlx4"
"3204","E2F1","E2F1"
"3205","E2F2","E2F2"
"3206","E2F3","E2F3"
"3207","E2F4","E2F4"
"3208","E2F5","E2F5"
"3209","E2F6","E2F6"
"3210","E2F7","E2F7"
"3211","E2F8","E2F8"
"3212","E4F1","E4F1"
"3213","EAF1","EAF1"
"3214","EAF2","EAF2"
"3215","EAPP","EAPP"
"3216","EARS2","EARS2"
"3217","EBAG9","EBAG9"
"3218","EBF1","EBF1"
"3219","EBF2","EBF2"
"3220","EBF3","EBF3"
"3221","EBF4","EBF4"
"3222","EBNA1BP2","EBNA1BP2"
"3223","ECD","ECD"
"3224","ECE1","ECE1"
"3225","ECE2","ECE2"
"3226","ECEL1","ECEL1"
"3227","ECH1","ECH1"
"3228","ECHDC1","ECHDC1"
"3229","ECHDC2","ECHDC2"
"3230","ECHDC3","ECHDC3"
"3231","ECHS1","ECHS1"
"3232","ECI1","ECI1"
"3233","ECI2","ECI2"
"3234","ECM2","ECM2"
"3235","ECPAS","ECPAS"
"3236","ECRG4","ECRG4"
"3237","ECSCR","ECSCR"
"3238","ECT2","ECT2"
"3239","EDA","EDA"
"3240","EDA2R","EDA2R"
"3241","EDAR","EDAR"
"3242","EDC3","EDC3"
"3243","EDC4","EDC4"
"3244","EDEM1","EDEM1"
"3245","EDEM2","EDEM2"
"3246","EDEM3","EDEM3"
"3247","EDF1","EDF1"
"3248","EDIL3","EDIL3"
"3249","EDN1","EDN1"
"3250","EDN2","EDN2"
"3251","EDN3","EDN3"
"3252","EDNRA","EDNRA"
"3253","EDNRB","EDNRB"
"3254","EDRF1","EDRF1"
"3255","EEA1","EEA1"
"3256","EED","EED"
"3257","EEF1A1","EEF1A1"
"3258","EEF1A2","EEF1A2"
"3259","EEF1AKMT1","EEF1AKMT1"
"3260","EEF1AKMT2","EEF1AKMT2"
"3261","EEF1AKMT4","EEF1AKMT4"
"3262","EEF1B2","EEF1B2"
"3263","EEF1E1","EEF1E1"
"3264","EEF1G","EEF1G"
"3265","EEF2","EEF2"
"3266","EEF2K","EEF2K"
"3267","EEF2KMT","EEF2KMT"
"3268","EEFSEC","EEFSEC"
"3269","EEIG2","EEIG2"
"3270","EEPD1","EEPD1"
"3271","EFCAB10","EFCAB10"
"3272","EFCAB11","EFCAB11"
"3273","EFCAB12","EFCAB12"
"3274","EFCAB14","EFCAB14"
"3275","EFCAB2","EFCAB2"
"3276","EFCAB7","EFCAB7"
"3277","EFEMP1","EFEMP1"
"3278","EFHB","EFHB"
"3279","EFHC1","EFHC1"
"3280","EFHC2","EFHC2"
"3281","EFHD1","EFHD1"
"3282","EFHD2","EFHD2"
"3283","EFL1","EFL1"
"3284","EFNA2","EFNA2"
"3285","EFNA5","EFNA5"
"3286","EFNB1","EFNB1"
"3287","EFNB2","EFNB2"
"3288","EFR3A","EFR3A"
"3289","EFR3B","EFR3B"
"3290","EFTUD2","EFTUD2"
"3291","EGF","EGF"
"3292","EGFL6","EGFL6"
"3293","EGFL7","EGFL7"
"3294","EGFLAM","EGFLAM"
"3295","EGFR","EGFR"
"3296","EGLN1","EGLN1"
"3297","EGLN3","EGLN3"
"3298","EGR1","EGR1"
"3299","EGR3","EGR3"
"3300","EGR4","EGR4"
"3301","EHBP1","EHBP1"
"3302","EHD2","EHD2"
"3303","EHD3","EHD3"
"3304","EHD4","EHD4"
"3305","EHF","EHF"
"3306","EHHADH","EHHADH"
"3307","EHMT1","EHMT1"
"3308","EI24","EI24"
"3309","EIF1","EIF1"
"3310","EIF1AX","EIF1AX"
"3311","EIF1B","EIF1B"
"3312","EIF2A","EIF2A"
"3313","EIF2AK1","EIF2AK1"
"3314","EIF2AK2","EIF2AK2"
"3315","EIF2AK3","EIF2AK3"
"3316","EIF2AK4","EIF2AK4"
"3317","EIF2B1","EIF2B1"
"3318","EIF2B2","EIF2B2"
"3319","EIF2B3","EIF2B3"
"3320","EIF2B4","EIF2B4"
"3321","EIF2B5","EIF2B5"
"3322","EIF2D","EIF2D"
"3323","EIF2S1","EIF2S1"
"3324","EIF2S2","EIF2S2"
"3325","EIF2S3","EIF2S3"
"3326","EIF3A","EIF3A"
"3327","EIF3B","EIF3B"
"3328","EIF3D","EIF3D"
"3329","EIF3E","EIF3E"
"3330","EIF3F","EIF3F"
"3331","EIF3G","EIF3G"
"3332","EIF3H","EIF3H"
"3333","EIF3I","EIF3I"
"3334","EIF3J","EIF3J"
"3335","EIF3K","EIF3K"
"3336","EIF3L","EIF3L"
"3337","EIF3M","EIF3M"
"3338","EIF4A2","EIF4A2"
"3339","EIF4A3","EIF4A3"
"3340","EIF4B","EIF4B"
"3341","EIF4E","EIF4E"
"3342","EIF4E2","EIF4E2"
"3343","EIF4E3","EIF4E3"
"3344","EIF4EBP1","EIF4EBP1"
"3345","EIF4EBP2","EIF4EBP2"
"3346","ANKHD1","EIF4EBP3"
"3347","EIF4ENIF1","EIF4ENIF1"
"3348","EIF4G1","EIF4G1"
"3349","EIF4G2","EIF4G2"
"3350","EIF4G3","EIF4G3"
"3351","EIF4H","EIF4H"
"3352","EIF5","EIF5"
"3353","EIF5A2","EIF5A2"
"3354","EIF5B","EIF5B"
"3355","EIF6","EIF6"
"3356","ELAC2","ELAC2"
"3357","ELAPOR2","ELAPOR2"
"3358","ELAVL1","ELAVL1"
"3359","ELAVL2","ELAVL2"
"3360","ELAVL4","ELAVL4"
"3361","ELF1","ELF1"
"3362","ELF2","ELF2"
"3363","ELF3","ELF3"
"3364","ELF5","ELF5"
"3365","ELFN1","ELFN1"
"3366","ELFN2","ELFN2"
"3367","ELK3","ELK3"
"3368","ELK4","ELK4"
"3369","ELL","ELL"
"3370","ELL2","ELL2"
"3371","ELMO1","ELMO1"
"3372","ELMO2","ELMO2"
"3373","ELMO3","ELMO3"
"3374","ELMOD1","ELMOD1"
"3375","ELMOD2","ELMOD2"
"3376","ELN","ELN"
"3377","ELOB","ELOB"
"3378","ELOF1","ELOF1"
"3379","ELOVL1","ELOVL1"
"3380","ELOVL2","ELOVL2"
"3381","ELOVL3","ELOVL3"
"3382","ELOVL4","ELOVL4"
"3383","ELOVL5","ELOVL5"
"3384","ELOVL6","ELOVL6"
"3385","ELOVL7","ELOVL7"
"3386","ELP1","ELP1"
"3387","ELP2","ELP2"
"3388","ELP3","ELP3"
"3389","ELP4","ELP4"
"3390","ELP6","ELP6"
"3391","EMB","EMB"
"3392","EMC1","EMC1"
"3393","EMC2","EMC2"
"3394","EMC3","EMC3"
"3395","EMC6","EMC6"
"3396","EMC7","EMC7"
"3397","EMC8","EMC8"
"3398","EMCN","EMCN"
"3399","EME1","EME1"
"3400","EME2","EME2"
"3401","EMG1","EMG1"
"3402","EMID1","EMID1"
"3403","EMILIN2","EMILIN2"
"3404","EMILIN3","EMILIN3"
"3405","EML1","EML1"
"3406","EML3","EML3"
"3407","EML4","EML4"
"3408","EML5","EML5"
"3409","EML6","EML6"
"3410","EMP1","EMP1"
"3411","EMP2","EMP2"
"3412","EMX1","EMX1"
"3413","EMX2","EMX2"
"3414","EN1","EN1"
"3415","EN2","EN2"
"3416","ENAH","ENAH"
"3417","ENC1","ENC1"
"3418","ENDOD1","ENDOD1"
"3419","ENDOG","ENDOG"
"3420","ENDOU","ENDOU"
"3421","ENDOV","ENDOV"
"3422","ENG","ENG"
"3423","ENGASE","ENGASE"
"3424","ENKD1","ENKD1"
"3425","ENKUR","ENKUR"
"3426","ENO1","ENO1"
"3427","ENO2","ENO2"
"3428","ENO4","ENO4"
"3429","ENOPH1","ENOPH1"
"3430","ENOX1","ENOX1"
"3431","ENOX2","ENOX2"
"3432","ENPEP","ENPEP"
"3433","ENPP1","ENPP1"
"3434","ENPP2","ENPP2"
"3435","ENPP3","ENPP3"
"3436","ENPP4","ENPP4"
"3437","ENPP6","ENPP6"
"3438","ENPP7","ENPP7"
"3439","ENSA","ENSA"
"3440","ENTPD1","ENTPD1"
"3441","ENTPD2","ENTPD2"
"3442","ENTPD3","ENTPD3"
"3443","ENTPD4","ENTPD4"
"3444","ENTPD5","ENTPD5"
"3445","ENTPD6","ENTPD6"
"3446","ENTPD7","ENTPD7"
"3447","ENTPD8","ENTPD8"
"3448","ENTREP1","ENTREP1"
"3449","ENTREP3","ENTREP3"
"3450","ENY2","ENY2"
"3451","EOGT","EOGT"
"3452","EOMES","EOMES"
"3453","EP300","EP300"
"3454","EP400","EP400"
"3455","EPAS1","EPAS1"
"3456","EPB41","EPB41"
"3457","EPB41L1","EPB41L1"
"3458","EPB41L2","EPB41L2"
"3459","EPB41L3","EPB41L3"
"3460","EPB41L4A","EPB41L4A"
"3461","EPB41L4B","EPB41L4B"
"3462","EPB41L5","EPB41L5"
"3463","EPB42","EPB42"
"3464","EPC1","EPC1"
"3465","EPC2","EPC2"
"3466","EPCAM","EPCAM"
"3467","EPDR1","EPDR1"
"3468","EPG5","EPG5"
"3469","EPGN","EPGN"
"3470","EPHA1","EPHA1"
"3471","EPHA2","EPHA2"
"3472","EPHA3","EPHA3"
"3473","EPHA4","EPHA4"
"3474","EPHA5","EPHA5"
"3475","EPHA6","EPHA6"
"3476","EPHA7","EPHA7"
"3477","EPHA8","EPHA8"
"3478","EPHB1","EPHB1"
"3479","EPHB2","EPHB2"
"3480","EPHB3","EPHB3"
"3481","EPHB6","EPHB6"
"3482","EPHX1","EPHX1L"
"3483","EPHX2","EPHX2"
"3484","EPHX4","EPHX3"
"3485","EPM2A","EPM2A"
"3486","EPN2","EPN2"
"3487","EPN3","EPN3"
"3488","EPRS1","EPRS"
"3489","EPS15","EPS15"
"3490","EPS8","EPS8"
"3491","EPS8L2","EPS8L2"
"3492","EPS8L3","EPS8L3"
"3493","EPSTI1","EPSTI1"
"3494","EPX","EPX"
"3495","EPYC","EPYC"
"3496","ERAL1","ERAL1"
"3497","ERAP1","ERAP1"
"3498","ERBB2","ERBB2"
"3499","ERBB3","ERBB3"
"3500","ERBB4","ERBB4"
"3501","ERBIN","ERBIN"
"3502","ERC1","ERC1"
"3503","ERC2","ERC2"
"3504","ERCC3","ERCC3"
"3505","ERCC4","ERCC4"
"3506","ERCC6","ERCC6"
"3507","ERCC6L","ERCC6L"
"3508","ERCC8","ERCC8"
"3509","SDR16C5","ERD2L"
"3510","EREG","EREG"
"3511","ERG","ERG"
"3512","ERGIC2","ERGIC2"
"3513","ERGIC3","ERGIC3"
"3514","ERH","ERH"
"3515","ERI1","ERI1"
"3516","ERI2","ERI2"
"3517","ERI3","ERI3"
"3518","ERICH1","ERICH1"
"3519","ERICH3","ERICH3"
"3520","ERICH6","ERICH6"
"3521","ERLEC1","ERLEC1"
"3522","ERLIN1","ERLIN1"
"3523","ERLIN2","ERLIN2"
"3524","ERMARD","ERMARD"
"3525","ERMN","ERMN"
"3526","ERMP1","ERMP1"
"3527","ERN1","ERN1"
"3528","ERN2","ERN2"
"3529","ERO1A","ERO1A"
"3530","ERO1B","ERO1B"
"3531","ERP27","ERP27"
"3532","ERP29","ERP29"
"3533","ERP44","ERP44"
"3534","ERRFI1","ERRFI1"
"3535","ESCO1","ESCO1"
"3536","ESCO2","ESCO2"
"3537","ESD","ESD"
"3538","ESF1","ESF1"
"3539","ESM1","ESM1"
"3540","ESPL1","ESPL1"
"3541","ESPN","ESPN"
"3542","ESR1","ESR1"
"3543","ESR2","ESR2"
"3544","ESRP1","ESRP1"
"3545","ESRP2","ESRP2"
"3546","ESRRB","ESRRB"
"3547","ESRRG","ESRRG"
"3548","ESYT1","ESYT1"
"3549","ESYT2","ESYT2"
"3550","ESYT3","ESYT3"
"3551","ETAA1","ETAA1"
"3552","ETF1","ETF1"
"3553","ETFA","ETFA"
"3554","ETFDH","ETFDH"
"3555","ETFRF1","ETFRF1"
"3556","ETNK1","ETNK1"
"3557","ETNK2","ETNK2"
"3558","ETNPPL","ETNPPL"
"3559","ETS1","ETS1"
"3560","ETS2","ETS2"
"3561","ETV1","ETV1"
"3562","ETV3","ETV3"
"3563","ETV4","ETV4"
"3564","ETV5","ETV5"
"3565","ETV6","ETV6"
"3566","ETV7","ETV7"
"3567","EVA1B","EVA1B"
"3568","EVA1C","EVA1C"
"3569","EVC","EVC"
"3570","EVC2","EVC2"
"3571","EVI2A","EVI2A"
"3572","EVI5","EVI5"
"3573","EVI5L","EVI5L"
"3574","EVL","EVL"
"3575","EVX1","EVX1"
"3576","EVX2","EVX2"
"3577","EWSR1","EWSR1"
"3578","EXD1","EXD1"
"3579","EXD2","EXD2"
"3580","EXD3","EXD3"
"3581","OBP2B","EXFABP"
"3582","EXO1","EXO1"
"3583","EXOC1","EXOC1"
"3584","EXOC1L","EXOC1L"
"3585","EXOC2","EXOC2"
"3586","EXOC3","EXOC3"
"3587","EXOC3L1","EXOC3L1"
"3588","EXOC3L4","EXOC3L4"
"3589","EXOC4","EXOC4"
"3590","EXOC5","EXOC5"
"3591","EXOC6","EXOC6"
"3592","EXOC6B","EXOC6B"
"3593","EXOC7","EXOC7"
"3594","EXOC8","EXOC8"
"3595","EXOG","EXOG"
"3596","EXOSC1","EXOSC1"
"3597","EXOSC10","EXOSC10"
"3598","EXOSC2","EXOSC2"
"3599","EXOSC3","EXOSC3"
"3600","EXOSC5","EXOSC5"
"3601","EXOSC6","EXOSC6"
"3602","EXOSC7","EXOSC7"
"3603","EXOSC8","EXOSC8"
"3604","EXOSC9","EXOSC9"
"3605","EXPH5","EXPH5"
"3606","EXT1","EXT1"
"3607","EXT2","EXT2"
"3608","EXTL2","EXTL2"
"3609","EXTL3","EXTL3"
"3610","EYA1","EYA1"
"3611","EYA2","EYA2"
"3612","EYA3","EYA3"
"3613","EYA4","EYA4"
"3614","EZH1","EZH1"
"3615","EZH2","EZH2"
"3616","EZR","EZR"
"3617","F10","F10"
"3618","F11","F11"
"3619","F11R","F11R"
"3620","F13A1","F13A1"
"3621","F13B","F13B"
"3622","F2R","F2RL1"
"3623","F2RL2","F2RL2"
"3624","F2RL3","F2RL3"
"3625","F3","F3"
"3626","F5","F5"
"3627","F7","F7"
"3628","F9","F9"
"3629","FA2H","FA2H"
"3630","FAAP100","FAAP100"
"3631","FAAP24","FAAP24"
"3632","FABP1","FABP1"
"3633","FABP2","FABP2"
"3634","FABP3","FABP3"
"3635","FABP4","FABP4"
"3636","FABP5","FABP5"
"3637","FABP6","FABP6"
"3638","FABP7","FABP7"
"3639","PMP2","FABP9"
"3640","FADD","FADD"
"3641","FADS6","FADS6"
"3642","FAF1","FAF1"
"3643","FAF2","FAF2"
"3644","FAH","FAH"
"3645","FAHD1","FAHD1"
"3646","FAHD2A","FAHD2A"
"3647","FAIM","FAIM"
"3648","FAIM2","FAIM2"
"3649","EEIG1","FAM102A"
"3650","RAMAC","FAM103A1"
"3651","FAM104B","FAM104A"
"3652","OTULINL","FAM105A"
"3653","FAM107A","FAM107A"
"3654","FAM107B","FAM107B"
"3655","PHETA1","FAM109A"
"3656","FAM110A","FAM110A"
"3657","FAM110B","FAM110B"
"3658","FAM110C","FAM110C"
"3659","FAM110D","FAM110D"
"3660","FAM114A1","FAM114A1"
"3661","FAM114A2","FAM114A2"
"3662","FAM117A","FAM117A"
"3663","FAM117B","FAM117B"
"3664","FAM118B","FAM118B"
"3665","FAM120A","FAM120A"
"3666","FAM120B","FAM120B"
"3667","PABIR2","FAM122B"
"3668","FAM124A","FAM124A"
"3669","FAM124B","FAM124B"
"3670","HYCC1","FAM126A"
"3671","NIBAN1","FAM129A"
"3672","FAM131A","FAM131A"
"3673","FAM131B","FAM131B"
"3674","FAM133B","FAM133B"
"3675","FAM135A","FAM135A"
"3676","FAM135B","FAM135B"
"3677","FAM136A","FAM136A"
"3678","FAM13A","FAM13A"
"3679","FAM13B","FAM13B"
"3680","FAM13C","FAM13C"
"3681","FAM149A","FAM149A"
"3682","FAM149B1","FAM149B1"
"3683","ALKAL2","FAM150B"
"3684","FAM151B","FAM151B"
"3685","NALF2","FAM155B"
"3686","SHISAL2A","FAM159A"
"3687","FHIP2A","FAM160B1"
"3688","FAM161A","FAM161A"
"3689","FAM161B","FAM161B"
"3690","FAM162A","FAM162A"
"3691","FAM162B","FAM162B"
"3692","FAM163A","FAM163A"
"3693","FAM163B","FAM163B"
"3694","FAM167B","FAM167B"
"3695","FAM168A","FAM168A"
"3696","FAM168B","FAM168B"
"3697","FAM169A","FAM169A"
"3698","FAM171A1","FAM171A1"
"3699","FAM171B","FAM171B"
"3700","FAM172A","FAM172A"
"3701","ANTKMT","FAM173A"
"3702","FAM174A","FAM174A"
"3703","FAM174B","FAM174B"
"3704","FAM174C","FAM174C"
"3705","ABRAXAS1","FAM175A"
"3706","ABRAXAS2","FAM175B"
"3707","FAM177A1","FAM177A1"
"3708","TOGARAM2","FAM179A"
"3709","FAM180A","FAM180A"
"3710","FAM180B","FAM180B"
"3711","FAM181A","FAM181A"
"3712","FAM181B","FAM181B"
"3713","CFAP144","FAM183A"
"3714","FAM184A","FAM184A"
"3715","FAM185A","FAM185A"
"3716","FAM187A","FAM187A"
"3717","ENTREP2","FAM189A1"
"3718","TVP23B","FAM18B1"
"3719","PSME3IP1","FAM192A"
"3720","FAM193A","FAM193A"
"3721","FAM193B","FAM193B"
"3722","FAM199X","FAM199X"
"3723","FAM204A","FAM204A"
"3724","ABITRAM","FAM206A"
"3725","FAM20A","FAM20A"
"3726","FAM20B","FAM20B"
"3727","FAM20C","FAM20C"
"3728","FAM210A","FAM210A"
"3729","FAM210B","FAM210B"
"3730","ATOSA","FAM214A"
"3731","FAM217B","FAM217B"
"3732","FAM219A","FAM219A"
"3733","FAM219B","FAM219B"
"3734","WASHC2A","FAM21C"
"3735","FAM221A","FAM221A"
"3736","FAM222A","FAM222A"
"3737","FAM222B","FAM222B"
"3738","FAM228B","FAM228"
"3739","FAM234A","FAM234A"
"3740","FAM234B","FAM234B"
"3741","FAM237A","FAM237A"
"3742","FAM237B","FAM237B"
"3743","FAM241A","FAM241A"
"3744","CALHM4","FAM26D"
"3745","CALHM5","FAM26E"
"3746","CALHM6","FAM26F"
"3747","FAM32A","FAM32A"
"3748","FAM3B","FAM3B"
"3749","FAM3C","FAM3C"
"3750","FAM3D","FAM3D"
"3751","FAM43A","FAM43A"
"3752","FAM43B","FAM43B"
"3753","TENT5A","FAM46A"
"3754","TENT5C","FAM46C"
"3755","TENT5D","FAM46D"
"3756","CYRIA","FAM49A"
"3757","CYRIB","FAM49B"
"3758","FAM53A","FAM53A"
"3759","FAM53B","FAM53B"
"3760","SINHCAF","FAM60A"
"3761","MINDY2","FAM63B"
"3762","PIMREG","FAM64A"
"3763","RIPOR2","FAM65B"
"3764","DIPK1A","FAM69A"
"3765","DIPK1C","FAM69C"
"3766","FAM76A","FAM76A"
"3767","FAM76B","FAM76B"
"3768","FAM78A","FAM78A"
"3769","FAM78B","FAM78B"
"3770","FAM81A","FAM81A"
"3771","FAM81B","FAM81B"
"3772","FAM83A","FAM83A"
"3773","FAM83B","FAM83B"
"3774","FAM83F","FAM83F"
"3775","FAM83G","FAM83G"
"3776","FAM83H","FAM83H"
"3777","LRATD1","FAM84A"
"3778","FAM89A","FAM89A"
"3779","FAM8A1","FAM8A1"
"3780","FAM91A1","FAM91A1"
"3781","CIAO2A","FAM96A"
"3782","CIAO2B","FAM96B"
"3783","FAM98A","FAM98A"
"3784","FAN1","FAN1"
"3785","FANCA","FANCA"
"3786","FANCB","FANCB"
"3787","FANCC","FANCC"
"3788","FANCD2","FANCD2"
"3789","FANCE","FANCE"
"3790","FANCF","FANCF"
"3791","FANCG","FANCG"
"3792","FANCI","FANCI"
"3793","FANCL","FANCL"
"3794","FANCM","FANCM"
"3795","FAP","FAP"
"3796","FAR1","FAR1"
"3797","FAR2","FAR2"
"3798","FARP1","FARP1"
"3799","FARP2","FARP2"
"3800","FARS2","FARS2"
"3801","FARSA","FARSA"
"3802","FARSB","FARSB"
"3803","FAS","FAS"
"3804","FASLG","FASLG"
"3805","FASN","FASN"
"3806","FASTK","FASTK"
"3807","FASTKD1","FASTKD1"
"3808","FASTKD2","FASTKD2"
"3809","FASTKD3","FASTKD3"
"3810","FASTKD5","FASTKD5"
"3811","FAT1","FAT1"
"3812","FAT2","FAT2"
"3813","FAT3","FAT3"
"3814","FAT4","FAT4"
"3815","FAXC","FAXC"
"3816","FAXDC2","FAXDC2"
"3817","FBF1","FBF1"
"3818","FBLIM1","FBLIM1"
"3819","FBLN1","FBLN1"
"3820","FBLN2","FBLN2"
"3821","FBLN5","FBLN5"
"3822","FBLN7","FBLN7"
"3823","FBN1","FBN1"
"3824","FBN2","FBN2"
"3825","FBP1","FBP1"
"3826","FBP2","FBP2"
"3827","FBRSL1","FBRSL1"
"3828","FBXL12","FBXL12"
"3829","FBXL13","FBXL13"
"3830","FBXL14","FBXL14"
"3831","FBXL15","FBXL15"
"3832","FBXL16","FBXL16"
"3833","FBXL17","FBXL17"
"3834","FBXL18","FBXL18"
"3835","FBXL2","FBXL2"
"3836","FBXL20","FBXL20"
"3837","FBXL22","FBXL22"
"3838","FBXL3","FBXL3"
"3839","FBXL4","FBXL4"
"3840","FBXL5","FBXL5"
"3841","FBXL7","FBXL7"
"3842","FBXL8","FBXL8"
"3843","FBXO11","FBXO11"
"3844","FBXO15","FBXO15"
"3845","FBXO16","FBXO16"
"3846","FBH1","FBXO18"
"3847","FBXO2","FBXO2"
"3848","FBXO21","FBXO21"
"3849","FBXO22","FBXO22"
"3850","FBXO25","FBXO25"
"3851","FBXO28","FBXO28"
"3852","FBXO3","FBXO3"
"3853","FBXO30","FBXO30"
"3854","FBXO31","FBXO31"
"3855","FBXO32","FBXO32"
"3856","FBXO33","FBXO33"
"3857","FBXO34","FBXO34"
"3858","FBXO38","FBXO38"
"3859","FBXO39","FBXO39"
"3860","FBXO4","FBXO4"
"3861","FBXO40","FBXO40"
"3862","FBXO41","FBXO41"
"3863","FBXO42","FBXO42"
"3864","FBXO43","FBXO43"
"3865","FBXO44","FBXO44"
"3866","FBXO45","FBXO45"
"3867","FBXO46","FBXO46"
"3868","FBXO47","FBXO47"
"3869","FBXO48","FBXO48"
"3870","FBXO5","FBXO5"
"3871","FBXO7","FBXO7"
"3872","FBXO8","FBXO8"
"3873","FBXO9","FBXO9"
"3874","FBXW11","FBXW11"
"3875","FBXW2","FBXW2"
"3876","FBXW4","FBXW4"
"3877","FBXW5","FBXW5"
"3878","FBXW7","FBXW7"
"3879","FBXW8","FBXW8"
"3880","FCER1G","FCER1G"
"3881","FCF1","FCF1"
"3882","FCHO1","FCHO1"
"3883","FCHO2","FCHO2"
"3884","FCHSD1","FCHSD1"
"3885","FCRLB","FCRL4"
"3886","FCSK","FCSK"
"3887","FDFT1","FDFT1"
"3888","FDPS","FDPS"
"3889","FDX1","FDX1"
"3890","FDX2","FDX2"
"3891","FDXACB1","FDXACB1"
"3892","FDXR","FDXR"
"3893","FECH","FECH"
"3894","FEM1A","FEM1A"
"3895","FEM1B","FEM1B"
"3896","FEM1C","FEM1C"
"3897","FEN1","FEN1"
"3898","FER","FER"
"3899","FER1L6","FER1L6"
"3900","FERD3L","FERD3L"
"3901","FERMT1","FERMT1"
"3902","FERMT2","FERMT2"
"3903","FERMT3","FERMT3"
"3904","FES","FES"
"3905","FETUB","FETUB"
"3906","FEV","FEV"
"3907","FEZ1","FEZ1"
"3908","FEZ2","FEZ2"
"3909","FEZF1","FEZF1"
"3910","FEZF2","FEZF2"
"3911","FFAR2","FFAR2L"
"3912","FFAR2","FFAR2L7"
"3913","FFAR4","FFAR4"
"3914","FGB","FGB"
"3915","FGD3","FGD3"
"3916","FGD4","FGD4"
"3917","FGD5","FGD5"
"3918","FGD6","FGD6"
"3919","FGF1","FGF1"
"3920","FGF10","FGF10"
"3921","FGF12","FGF12"
"3922","FGF13","FGF13"
"3923","FGF14","FGF14"
"3924","FGF16","FGF16"
"3925","FGF18","FGF18"
"3926","FGF19","FGF19"
"3927","FGF2","FGF2"
"3928","FGF20","FGF20"
"3929","FGF22","FGF22"
"3930","FGF23","FGF23"
"3931","FGF3","FGF3"
"3932","FGF4","FGF4"
"3933","FGF5","FGF5"
"3934","FGF6","FGF6"
"3935","FGF7","FGF7"
"3936","FGF8","FGF8"
"3937","FGF9","FGF9"
